Season,League,Trans,YrAdj,FirstName,LastName,Pos,Team,GP,G,A,PTS,GC,WCe ,PIM,PlusMinus,Shots,PPG,PPA,SHG,SHA,ENG,SOShot,SOG,AGP,AG,AA,APTS,AGC,TmGP,TmG,TmA,ExpPts,ExpGC,PAX,GCAX
2005,NCAA-III,0.3,1.01,Abigail,Taylor,F,Williams,26,5,4,9,4,2.7,,,,0,,0,,0,,,27,5,4,9,4.1,449,75,97,12,5.2,-3,-1.1
2006,NCAA-III,0.3,1.04,Abigail,Taylor,F,Williams,23,8,9,17,7.3,5.1,,,,3,,0,,0,,,27,8,9,18,7.6,367,80,110,13.9,5.8,3.1,1.5
2009,NCAA-III,0.3,1.16,Alyssa,Taylor,F,Manhattanville,25,5,7,12,5.1,3.6,26,,,2,,0,,0,,,27,6,8,14,5.9,471,133,182,20.4,8.6,-8.4,-3.6
2011,NCAA-III,0.3,1.21,Alyssa,Taylor,F,Manhattanville,28,4,15,19,7.9,5.7,14,,,1,,0,,0,,,27,5,18,23,9.5,504,79,101,11.4,5.3,7.6,2.6
2012,NCAA-III,0.3,1.23,Alyssa,Taylor,F,Manhattanville,24,7,11,18,7.3,5.4,16,,,1,,0,,0,,,27,9,14,22,9,496,78,112,10.5,4.3,7.5,3
2006,NCAA-III,0.3,1.04,Danielle,Taylor,D,New England college,27,3,4,7,3,2.1,,,,2,,0,,0,,,27,3,4,7,3.1,461,95,128,9,3.8,-2,-0.8
2007,NCAA-III,0.3,1.13,Danielle,Taylor,D,New England college,26,5,9,14,5.8,4.2,32,,,3,,0,,0,,,27,6,10,16,6.6,405,111,150,11.3,4.9,2.7,1
2008,NCAA-III,0.3,1.16,Danielle,Taylor,D,New England college,26,0,4,4,1.3,1.2,22,,,0,,0,,0,,,27,0,5,5,1.5,443,63,97,6.5,2.6,-2.5,-1.3
2009,NCAA-III,0.3,1.16,Danielle,Taylor,D,New England college,28,5,5,10,4.2,3,18,,,2,,0,,0,,,27,6,6,12,4.9,447,66,97,6.8,2.7,3.2,1.5
2012,NCAA-III,0.3,1.23,Logan,Taylor,F,Lake Forest,26,7,8,15,6.3,4.5,0,,,4,,0,,1,,,27,9,10,19,7.8,397,84,120,15.9,6.5,-0.9,-0.2
2013,NCAA-III,0.3,1.25,Logan,Taylor,F,Lake Forest,26,8,19,27,11,8.1,12,,,2,,0,,0,,,27,10,24,34,13.8,441,114,154,18.1,8,8.9,3.1
2014,NCAA-III,0.3,1.24,Logan,Taylor,F,Adrian,26,15,16,31,12.2,9.3,36,,,6,,0,,1,,,27,19,20,38,15.1,466,102,173,17.3,6.2,13.7,6
2015,NCAA-III,0.3,1.26,Logan,Taylor,F,Adrian,28,10,31,41,15.2,12.3,48,,,3,,1,,1,,,27,13,39,51,19.1,501,131,199,20.5,8.6,20.5,6.6
2001,NCAA-III,0.3,0.92,Lynn,Taylor,F,Plattsburgh,27,21,26,47,20.4,14.1,,,,3,,2,,0,,,27,19,24,43,18.8,392,164,215,29.5,12.7,17.5,7.7
2002,NCAA-III,0.3,1,Lynn,Taylor,F,Plattsburgh,23,18,22,40,17.3,12,,,,4,,1,,0,,,27,18,22,40,17.4,351,144,190,24.7,10.6,15.3,6.7
2003,NCAA-III,0.3,1.04,Lynn,Taylor,F,Plattsburgh,30,12,16,28,11.6,8.4,,,,3,,0,,0,,,27,12,17,29,12,532,159,228,25.7,10.5,2.3,1
2004,NCAA-III,0.3,1.03,Lynn,Taylor,F,Plattsburgh,29,7,17,24,9.6,7.2,,,,2,,1,,0,,,27,7,17,25,9.9,521,133,184,20.7,8.9,3.3,0.7
2012,NCAA-III,0.3,1.23,Natalie,Taylor,D,New England college,26,0,1,1,0.4,0.3,24,,,0,,0,,0,,,27,0,1,1,0.4,446,54,77,5.4,2.2,-4.4,-1.9
2014,NCAA-III,0.3,1.24,Natalie,Taylor,D,New England college,20,0,0,0,0,0,6,,,0,,0,,0,,,27,0,0,0,0,398,29,36,2.3,1,-2.3,-1
2005,NCAA-III,0.3,1.01,Susan,Taylor,F,Connecticut College,23,2,3,5,2.2,1.5,,,,0,,0,,0,,,27,2,3,5,2.2,406,44,55,6.8,3,-1.8,-0.8
2016,NCAA-III,0.3,1.22,Kayla,Tchida,D,Finlandia,3,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,291,33,40,0.5,0.2,-0.5,-0.2
2001,NCAA-III,0.3,0.92,Emily,Teachout,F,Wisconsin Stevens point,27,16,16,32,15,9.6,,,,3,,0,,1,,,27,15,15,29,13.8,431,109,125,16.2,7.5,15.8,7.5
2002,NCAA-III,0.3,1,Emily,Teachout,F,Wisconsin Stevens point,27,21,15,36,16.6,10.8,,,,2,,0,,0,,,27,21,15,36,16.6,458,118,145,17.1,7.3,18.9,9.3
2003,NCAA-III,0.3,1.04,Emily,Teachout,F,Wisconsin Stevens point,18,3,6,9,4.1,2.7,,,,0,,0,,1,,,27,3,6,9,4.2,523,99,115,8.8,4.1,0.2,0
2014,NCAA-III,0.3,1.24,Shelby,Teal,F,Hamline,25,1,2,3,1.3,0.9,14,,,0,,0,,0,,,27,1,2,4,1.6,428,51,67,8.6,3.7,-5.6,-2.5
2015,NCAA-III,0.3,1.26,Shelby,Teal,F,Hamline,19,0,0,0,0,0,2,,,0,,0,,0,,,27,0,0,0,0,438,46,55,5.5,2.5,-5.5,-2.5
2003,NCAA-III,0.3,1.04,Lindsay,Tedeschi,F,Colby,23,1,2,3,1.4,0.9,,,,0,,0,,0,,,27,1,2,3,1.4,356,44,51,7.6,3.6,-4.6,-2.2
2004,NCAA-III,0.3,1.03,Lindsay,Tedeschi,F,Colby,20,2,3,5,2.3,1.5,,,,0,,0,,0,,,27,2,3,5,2.3,363,40,48,5.8,2.7,-0.8,-0.4
2005,NCAA-III,0.3,1.01,Lindsay,Tedeschi,F,Colby,17,4,1,5,2.4,1.5,,,,0,,1,,0,,,27,4,1,5,2.4,409,76,94,8.6,3.7,-3.6,-1.3
2009,NCAA-III,0.3,1.16,Meghan,Tedoldi,D,Colby,22,4,2,6,2.7,1.8,18,,,2,,0,,0,,,27,5,2,7,3.2,436,48,65,3.8,1.6,2.2,1.2
2010,NCAA-III,0.3,1.24,Meghan,Tedoldi,D,Colby,25,3,4,7,3.1,2.1,36,,,0,,0,,0,,,27,4,5,9,3.9,440,42,51,3.5,1.6,3.5,1.6
2016,NCAA-III,0.3,1.22,Izzy,Tegtmeyer,D,Colby,24,0,2,2,0.7,0.6,28,,,0,,0,,0,,,27,0,2,2,0.8,427,33,50,3.2,1.3,-1.2,-0.7
2003,NCAA-III,0.3,1.04,Cristin,Teifer,F,Umass Boston,11,1,1,2,0.9,0.6,,,,0,,0,,0,,,27,1,1,2,0.9,437,104,135,7.3,3.2,-5.3,-2.3
2013,NCAA-III,0.3,1.25,Taylor,Teixeira,F,St Michaels,7,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,468,34,43,1.4,0.6,-1.4,-0.6
2002,NCAA-III,0.3,1,Jessica,Temesy,F,Manhattanville,31,16,24,40,17,12,,,,0,,1,,0,,,27,16,24,40,17,557,198,265,29.9,12.9,10.1,4.1
2003,NCAA-III,0.3,1.04,Jessica,Temesy,F,Manhattanville,29,16,26,42,17.4,12.6,,,,5,,1,,0,,,27,17,27,44,18,498,159,221,25.1,10.6,16.9,6.7
2004,NCAA-III,0.3,1.03,Jessica,Temesy,F,Manhattanville,28,15,15,30,12.9,9,,,,7,,1,,0,,,27,15,15,31,13.3,504,168,233,26.2,10.8,3.8,2.1
2005,NCAA-III,0.3,1.01,Jessica,Temesy,F,Manhattanville,26,17,22,39,16.1,11.7,,,,7,,0,,0,,,27,17,22,39,16.2,479,163,236,24.8,10.1,14.2,6
2012,NCAA-III,0.3,1.23,Corey,Temple,F,Cortland,21,0,4,4,1.4,1.2,8,,,0,,0,,0,,,27,0,5,5,1.8,414,43,60,6.3,2.8,-2.3,-1.3
2013,NCAA-III,0.3,1.25,Corey,Temple,F,Cortland,25,2,5,7,2.8,2.1,20,,,0,,0,,0,,,27,3,6,9,3.5,448,27,37,4,1.8,3,1.1
2014,NCAA-III,0.3,1.24,Corey,Temple,F,Cortland,26,8,5,13,6.3,3.9,12,,,1,,0,,0,,,27,10,6,16,7.7,468,47,52,6.1,2.8,6.9,3.5
2015,NCAA-III,0.3,1.26,Corey,Temple,F,Cortland,25,3,9,12,5.1,3.6,28,,,2,,0,,0,,,27,4,11,15,6.4,449,53,66,7.6,3.5,4.4,1.6
2015,NCAA-III,0.3,1.26,Amy,Templeman,D,Oswego,24,1,1,2,0.9,0.6,12,,,0,,0,,0,,,27,1,1,3,1.1,485,59,80,4.8,2,-2.8,-1.1
2015,NCAA-III,0.3,1.26,Morgan,Tentis,D,St Catherine,25,0,1,1,0.4,0.3,16,,,0,,0,,0,,,27,0,1,1,0.5,449,30,40,2.7,1.2,-1.7,-0.8
2016,NCAA-III,0.3,1.22,Morgan,Tentis,D,St Catherine,25,8,9,17,7.1,5.1,30,,,3,,0,,1,,,27,10,11,21,8.7,424,62,90,5.6,2.3,11.4,4.8
2001,NCAA-III,0.3,0.92,Megan,Tepper,D,New England college,12,2,3,5,2.1,1.5,,,,1,,0,,0,,,27,2,3,5,1.9,111,8,11,1.1,0.5,3.9,1.6
2002,NCAA-III,0.3,1,Megan,Tepper,D,New England college,24,10,6,16,7.3,4.8,,,,3,,0,,0,,,27,10,6,16,7.3,333,64,84,6.8,2.8,9.2,4.5
2003,NCAA-III,0.3,1.04,Megan,Tepper,D,New England college,26,3,14,17,6.9,5.1,,,,1,,0,,0,,,27,3,15,18,7.2,442,81,105,7,3.3,10,3.6
2004,NCAA-III,0.3,1.03,Megan,Tepper,D,New England college,25,3,7,10,4,3,,,,1,,0,,0,,,27,3,7,10,4.1,452,94,134,8.5,3.6,1.5,0.4
2013,NCAA-III,0.3,1.25,Ashley,Terry,D,Cortland,25,0,1,1,0.4,0.3,10,,,0,,0,,0,,,27,0,1,1,0.5,448,27,37,2.5,1.1,-1.5,-0.7
2014,NCAA-III,0.3,1.24,Ashley,Terry,D,Cortland,25,0,2,2,0.9,0.6,8,,,0,,0,,0,,,27,0,2,2,1.1,468,47,52,3.7,1.8,-1.7,-0.9
2015,NCAA-III,0.3,1.26,Ashley,Terry,D,Cortland,25,0,3,3,1.2,0.9,18,,,0,,0,,0,,,27,0,4,4,1.5,449,53,66,4.6,2.1,-1.6,-0.9
2016,NCAA-III,0.3,1.22,Ashley,Terry,D,Cortland,25,1,2,3,1.3,0.9,18,,,1,,0,,0,,,27,1,2,4,1.6,450,37,48,3.2,1.4,-0.2,-0.1
2009,NCAA-III,0.3,1.16,Morgan,Tersigni,F,Finlandia,3,1,0,1,0.5,0.3,2,,,0,,0,,0,,,27,1,0,1,0.6,429,36,41,0.6,0.3,0.4,0.2
2012,NCAA-III,0.3,1.23,Mara,Teschendorf,F,Wisconsin Superior,24,2,3,5,2,1.5,8,,,0,,0,,0,,,27,2,4,6,2.5,485,104,152,15.7,6.4,-10.7,-4.3
2013,NCAA-III,0.3,1.25,Mara,Teschendorf,F,Wisconsin Superior,21,2,1,3,1.3,0.9,10,,,0,,0,,0,,,27,3,1,4,1.6,439,77,126,12.1,4.5,-9.1,-3.2
2002,NCAA-III,0.3,1,Michelle,Tesoro,D,Utica,20,0,3,3,1.2,0.9,,,,0,,0,,0,,,27,0,3,3,1.2,420,73,95,5.5,2.4,-2.5,-1.3
2003,NCAA-III,0.3,1.04,Michelle,Tesoro,D,Utica,25,9,9,18,7.2,5.4,,,,3,,0,,0,,,27,9,9,19,7.5,467,134,220,12.7,4.7,5.3,2.5
2004,NCAA-III,0.3,1.03,Michelle,Tesoro,D,Utica,23,5,7,12,4.9,3.6,,,,2,,0,,0,,,27,5,7,12,5.1,446,81,117,6.7,2.8,5.3,2.2
2005,NCAA-III,0.3,1.01,Michelle,Tesoro,D,Utica,26,2,5,7,2.8,2.1,,,,0,,1,,0,,,27,2,5,7,2.8,486,107,148,9.3,4,-2.3,-1.2
2009,NCAA-III,0.3,1.16,Kim,Tess-Wanat,F,Bowdoin,24,8,7,15,6.6,4.5,12,,,0,,0,,0,,,27,9,8,17,7.7,451,96,128,14.1,5.9,0.9,0.7
2010,NCAA-III,0.3,1.24,Kim,Tess-Wanat,F,Bowdoin,25,6,13,19,7.7,5.7,22,,,1,,0,,0,,,27,7,16,23,9.5,466,85,118,12.5,5.4,6.5,2.3
2011,NCAA-III,0.3,1.21,Kim,Tess-Wanat,F,Bowdoin,26,14,12,26,11,7.8,12,,,0,,0,,0,,,27,17,15,32,13.3,450,72,109,11.4,4.3,14.6,6.7
2012,NCAA-III,0.3,1.23,Kim,Tess-Wanat,F,Bowdoin,28,8,16,24,9.6,7.2,22,,,2,,0,,1,,,27,10,20,30,11.9,449,92,131,15.9,6.7,8.1,2.9
2002,NCAA-III,0.3,1,Cheryl,Texin,F,Mit,17,1,2,3,1,0.9,,,,0,,0,,0,,,27,1,2,3,1,330,7,14,1.2,0.4,1.8,0.6
2003,NCAA-III,0.3,1.04,Cheryl,Texin,F,Mit,2,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,199,16,18,0.4,0.2,-0.4,-0.2
2008,NCAA-III,0.3,1.16,Paige,Thachuk,D,Chatham,10,0,0,0,0,0,14,,,0,,0,,0,,,27,0,0,0,0,374,36,50,1.6,0.7,-1.6,-0.7
2014,NCAA-III,0.3,1.24,Laura,Thacker,F,Oswego,17,1,0,1,0.5,0.3,4,,,0,,0,,0,,,27,1,0,1,0.6,483,71,99,7.4,3.1,-6.4,-2.6
2015,NCAA-III,0.3,1.26,Laura,Thacker,F,Oswego,27,1,3,4,1.6,1.2,6,,,0,,0,,0,,,27,1,4,5,2,485,59,80,9.6,4.1,-5.6,-2.5
2016,NCAA-III,0.3,1.22,Laura,Thacker,F,Oswego,22,3,1,4,1.8,1.2,4,,,0,,0,,0,,,27,4,1,5,2.2,468,82,125,12,4.7,-8,-2.8
2016,NCAA-III,0.3,1.22,Shelbi,Thacker,D,Potsdam,26,0,4,4,1.5,1.2,14,,,0,,0,,0,,,27,0,5,5,1.8,432,53,72,5.2,2.3,-1.2,-0.8
2002,NCAA-III,0.3,1,Christine,Thai,F,Mit,21,0,0,0,0,0,,,,0,,0,,0,,,27,0,0,0,0,330,7,14,1.7,0.6,-1.7,-0.6
2005,NCAA-III,0.3,1.01,Farrell,Thayer,D,Connecticut College,15,0,2,2,0.8,0.6,,,,0,,0,,0,,,27,0,2,2,0.8,406,44,55,2.5,1.1,-0.5,-0.3
2006,NCAA-III,0.3,1.04,Farrell,Thayer,D,Connecticut College,22,1,6,7,2.5,2.1,,,,0,,0,,0,,,27,1,6,7,2.6,377,39,58,3.7,1.6,3.3,0.9
2007,NCAA-III,0.3,1.13,Farrell,Thayer,D,Connecticut College,23,2,3,5,2.2,1.5,14,,,1,,0,,0,,,27,2,3,6,2.5,449,56,70,4.4,1.9,0.6,0.3
2008,NCAA-III,0.3,1.16,Farrell,Thayer,D,Connecticut College,26,2,3,5,2.2,1.5,42,,,1,,0,,0,,,27,2,3,6,2.5,465,64,80,5.5,2.4,-0.5,-0.2
2011,NCAA-III,0.3,1.21,Sarah,Thedens,D,Concordia Mn,19,0,1,1,0.4,0.3,16,,,0,,0,,0,,,27,0,1,1,0.5,468,85,113,5.6,2.4,-4.6,-2
2012,NCAA-III,0.3,1.23,Sarah,Thedens,D,Concordia Mn,26,0,1,1,0.4,0.3,33,,,0,,0,,0,,,27,0,1,1,0.5,467,57,74,5.1,2.2,-4.1,-1.9
2003,NCAA-III,0.3,1.04,Vi,Theofylatos,F,Wisconsin Superior,27,11,7,18,8.2,5.4,,,,2,,0,,0,,,27,11,7,19,8.5,474,101,132,15.6,6.5,2.4,1.7
2004,NCAA-III,0.3,1.03,Vi,Theofylatos,F,Wisconsin Superior,24,7,6,13,6,3.9,,,,3,,0,,0,,,27,7,6,13,6.1,436,84,102,12.1,5.4,0.9,0.6
2005,NCAA-III,0.3,1.01,Vi,Theofylatos,F,Wisconsin Superior,28,13,10,23,10.4,6.9,,,,3,,1,,0,,,27,13,10,23,10.5,458,116,147,18.8,8,4.2,2.4
2006,NCAA-III,0.3,1.04,Vi,Theofylatos,F,Wisconsin Superior,26,6,6,12,5.3,3.6,,,,3,,0,,0,,,27,6,6,13,5.5,469,83,110,12.7,5.4,-0.7,-0.2
2010,NCAA-III,0.3,1.24,Brittany,Therrien,F,St Marys,21,6,1,7,3.4,2.1,8,,,0,,0,,0,,,27,7,1,9,4.1,441,57,81,7.9,3.1,-0.9,0.3
2011,NCAA-III,0.3,1.21,Brittany,Therrien,F,St Marys,25,6,4,10,4.6,3,8,,,3,,0,,0,,,27,7,5,12,5.5,444,48,61,7.1,3,2.9,1.6
2012,NCAA-III,0.3,1.23,Brittany,Therrien,F,St Marys,22,3,2,5,2.3,1.5,8,,,2,,0,,0,,,27,4,2,6,2.9,367,45,55,7.3,3.2,-2.3,-0.9
2013,NCAA-III,0.3,1.25,Brittany,Therrien,F,St Marys,25,5,5,10,4.5,3,8,,,2,,0,,0,,,27,6,6,13,5.7,449,58,71,8.4,3.8,1.6,0.8
2012,NCAA-III,0.3,1.23,Micaela,Thibault,F,Middlebury,28,0,0,0,0,0,4,,,0,,0,,0,,,27,0,0,0,0,527,95,147,16.3,6.4,-16.3,-6.4
2013,NCAA-III,0.3,1.25,Micaela,Thibault,F,Middlebury,10,1,0,1,0.5,0.3,0,,,0,,0,,0,,,27,1,0,1,0.6,450,81,141,6,2.2,-5,-1.7
2014,NCAA-III,0.3,1.24,Micaela,Thibault,F,Middlebury,4,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,504,94,154,2.4,0.9,-2.4,-0.9
2015,NCAA-III,0.3,1.26,Micaela,Thibault,F,Middlebury,25,0,1,1,0.3,0.3,0,,,0,,0,,0,,,27,0,1,1,0.4,486,75,126,13,4.9,-12,-4.6
2003,NCAA-III,0.3,1.04,Kyla,Thibideau,F,Wisconsin Superior,27,5,12,17,7.1,5.1,,,,2,,0,,1,,,27,5,12,18,7.4,474,101,132,15.7,7,1.3,0.1
2004,NCAA-III,0.3,1.03,Kyla,Thibideau,F,Wisconsin Superior,21,1,2,3,1.3,0.9,,,,0,,0,,0,,,27,1,2,3,1.4,436,84,102,11.1,5,-8.1,-3.7
2005,NCAA-III,0.3,1.01,Kyla,Thibideau,F,Wisconsin Superior,27,3,5,8,3.5,2.4,,,,0,,0,,0,,,27,3,5,8,3.5,458,116,147,19.2,8.5,-11.2,-5
2006,NCAA-III,0.3,1.04,Kyla,Thibideau,F,Wisconsin Superior,27,0,1,1,0.4,0.3,,,,0,,0,,0,,,27,0,1,1,0.4,469,83,110,14.1,6.1,-13.1,-5.7
2004,NCAA-III,0.3,1.03,Jessica,Thieme,F,Buffalo State,19,7,8,15,6.2,4.5,,,,2,,1,,0,,,27,7,8,15,6.4,316,50,74,8.4,3.3,6.6,2.9
2005,NCAA-III,0.3,1.01,Jessica,Thieme,F,Buffalo State,22,2,6,8,2.9,2.4,,,,0,,0,,0,,,27,2,6,8,2.9,389,33,52,5.5,2.2,2.5,0.7
2006,NCAA-III,0.3,1.04,Jessica,Thieme,F,Buffalo State,21,2,0,2,1,0.6,,,,2,,0,,0,,,27,2,0,2,1,322,36,38,6,2.8,-4,-1.8
2007,NCAA-III,0.3,1.13,Jessica,Thieme,F,Buffalo State,20,3,2,5,2.2,1.5,6,,,0,,0,,0,,,27,3,2,6,2.5,391,38,51,5.4,2.3,-0.4,0
2008,NCAA-III,0.3,1.16,Jen,Thiesing,D,Salve Regina,27,0,7,7,2.8,2.1,24,,,0,,0,,0,,,27,0,8,8,3.2,468,76,96,6.7,3.1,0.3,-0.3
2009,NCAA-III,0.3,1.16,Jen,Thiesing,D,Salve Regina,26,1,2,3,1.3,0.9,8,,,0,,0,,0,,,27,1,2,3,1.5,443,66,85,6.2,2.7,-3.2,-1.4
2010,NCAA-III,0.3,1.24,Jen,Thiesing,D,Salve Regina,25,1,1,2,0.9,0.6,6,,,1,,0,,0,,,27,1,1,2,1.2,447,57,66,4.8,2.2,-2.8,-1.3
2011,NCAA-III,0.3,1.21,Jen,Thiesing,D,Salve Regina,26,3,3,6,3,1.8,2,,,1,,0,,1,,,27,4,4,7,3.6,453,77,79,6.1,3,-0.1,0
2006,NCAA-III,0.3,1.04,Carolyn,Thiess,D,Lake Forest,15,0,3,3,1.2,0.9,,,,0,,0,,0,,,27,0,3,3,1.2,420,67,85,3.7,1.7,-0.7,-0.5
2007,NCAA-III,0.3,1.13,Carolyn,Thiess,D,Lake Forest,26,0,0,0,0,0,14,,,0,,0,,0,,,27,0,0,0,0,466,66,80,5.8,2.6,-5.8,-2.6
2008,NCAA-III,0.3,1.16,Carolyn,Thiess,D,Lake Forest,1,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,428,71,93,0.3,0.1,-0.3,-0.1
2009,NCAA-III,0.3,1.16,Carolyn,Thiess,D/G,Lake Forest,1,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,360,107,133,0.4,0.2,-0.4,-0.2
2016,NCAA-III,0.3,1.22,Jordan,Thoma,C,Finlandia,25,0,5,5,2.1,1.5,24,,,0,,0,,0,,,27,0,6,6,2.5,291,33,40,7.7,3.7,-2.7,-1.7
2015,NCAA-III,0.3,1.26,Carly,Thomas,F,Colby,18,1,0,1,0.5,0.3,2,,,0,,0,,0,,,27,1,0,1,0.6,450,51,64,5.7,2.5,-4.7,-2
2016,NCAA-III,0.3,1.22,Carly,Thomas,F,Colby,24,1,0,1,0.5,0.3,14,,,0,,0,,0,,,27,1,0,1,0.6,427,33,50,5.9,2.3,-4.9,-1.8
2013,NCAA-III,0.3,1.25,Cassie,Thomas,F,St Catherine,26,1,0,1,0.5,0.3,4,,,0,,0,,0,,,27,1,0,1,0.6,429,46,56,7.8,3.5,-6.8,-3
2014,NCAA-III,0.3,1.24,Cassie,Thomas,F,St Catherine,25,1,1,2,0.9,0.6,10,,,0,,0,,0,,,27,1,1,2,1.1,450,44,59,7.1,3,-5.1,-2.2
2015,NCAA-III,0.3,1.26,Cassie,Thomas,F,St Catherine,25,0,0,0,0,0,6,,,0,,0,,0,,,27,0,0,0,0,449,30,40,5,2.1,-5,-2.1
2016,NCAA-III,0.3,1.22,Cassie,Thomas,F,St Catherine,25,4,7,11,4.4,3.3,12,,,1,,0,,0,,,27,5,9,13,5.4,424,62,90,10.6,4.4,0.4,0.1
2008,NCAA-III,0.3,1.16,Darah,Thomas,D,Umass Boston,3,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,447,94,121,1,0.4,-1,-0.4
2011,NCAA-III,0.3,1.21,Darah,Thomas,D,St Michaels,25,1,2,3,1.2,0.9,44,,,1,,0,,0,,,27,1,2,4,1.5,455,35,49,3.1,1.3,-0.1,-0.1
2012,NCAA-III,0.3,1.23,Darah,Thomas,D,St Michaels,22,0,1,1,0.4,0.3,14,,,0,,0,,0,,,27,0,1,1,0.5,465,35,46,2.6,1.2,-1.6,-0.8
2003,NCAA-III,0.3,1.04,Erin,Thomas,D,St Catherine,22,1,0,1,0.5,0.3,,,,1,,0,,0,,,27,1,0,1,0.5,366,49,53,4.3,2,-3.3,-1.5
2008,NCAA-III,0.3,1.16,Hayley,Thomas,F,Augsburg,25,0,0,0,0,0,0,,,0,,0,,0,,,27,0,0,0,0,428,43,55,7.3,3.2,-7.3,-3.2
2010,NCAA-III,0.3,1.24,Macey,Thomas,F,St Michaels,25,4,6,10,4.4,3,4,,,1,,0,,0,,,27,5,7,12,5.4,485,62,78,8.5,3.8,1.5,0.6
2011,NCAA-III,0.3,1.21,Macey,Thomas,F,St Michaels,26,2,3,5,2.1,1.5,14,,,0,,0,,0,,,27,2,4,6,2.5,455,35,49,5.7,2.4,-0.7,-0.3
2012,NCAA-III,0.3,1.23,Macey,Thomas,F,St Michaels,26,5,3,8,3.6,2.4,6,,,0,,0,,0,,,27,6,4,10,4.5,465,35,46,5.2,2.1,2.8,1.5
2013,NCAA-III,0.3,1.25,Macey,Thomas,F,St Michaels,26,7,6,13,5.9,3.9,6,,,3,,1,,0,,,27,9,8,16,7.3,468,34,43,4.5,1.9,8.5,4
2015,NCAA-III,0.3,1.26,Madison,Thomas,D,St Marys,21,0,0,0,0,0,4,,,0,,0,,0,,,27,0,0,0,0,450,49,55,3.4,1.6,-3.4,-1.6
2016,NCAA-III,0.3,1.22,Madison,Thomas,D,St Marys,25,0,2,2,1.1,0.6,10,,,0,,0,,0,,,27,0,2,2,1.4,420,50,45,3.9,2.1,-1.9,-1
2001,NCAA-III,0.3,0.92,Karen,Thome,D,Williams,17,4,10,14,6,4.2,,,,2,,0,,0,,,27,4,9,13,5.5,426,106,133,6.2,2.8,7.8,3.2
2002,NCAA-III,0.3,1,Karen,Thome,D,Williams,27,1,7,8,3.1,2.4,,,,0,,0,,0,,,27,1,7,8,3.1,465,73,97,6.7,3,1.3,0.2
2002,NCAA-III,0.3,1,Kristi,Thome,D,Wayne State,30,3,1,4,1.9,1.2,,,,0,,0,,0,,,27,3,1,4,1.9,540,53,66,4.5,2,-0.5,-0.1
2003,NCAA-III,0.3,1.04,Kristi,Thome,D,Wayne State,34,1,3,4,1.5,1.2,,,,0,,0,,0,,,27,1,3,4,1.6,611,69,99,6.4,2.7,-2.4,-1.1
2004,NCAA-III,0.3,1.03,Kristi,Thome,D,Wayne State,31,1,3,4,1.5,1.2,,,,1,,0,,0,,,27,1,3,4,1.6,551,71,104,6.8,2.8,-2.8,-1.3
2005,NCAA-III,0.3,1.01,Kristi,Thome,D,Wayne State,33,0,2,2,0.6,0.6,,,,0,,0,,0,,,27,0,2,2,0.6,629,89,148,8.7,3.3,-6.7,-2.7
2015,NCAA-III,0.3,1.26,Anastasia,Thompson,F,Becker,24,1,1,2,0.9,0.6,2,,,0,,0,,0,,,27,1,1,3,1.1,362,55,75,10.9,4.6,-8.9,-3.7
2016,NCAA-III,0.3,1.22,Anastasia,Thompson,F,Becker,26,0,1,1,0.4,0.3,8,,,0,,0,,0,,,27,0,1,1,0.5,461,46,58,7.4,3.3,-6.4,-2.9
2016,NCAA-III,0.3,1.22,Bailey,Thompson,D,Bethel,25,0,8,8,2.6,2.4,14,,,0,,0,,0,,,27,0,10,10,3.2,446,64,97,6.1,2.5,1.9,0.1
2001,NCAA-III,0.3,0.92,Brei,Thompson,F,Wisconsin Superior,26,1,4,5,2.2,1.5,,,,0,,0,,0,,,27,1,4,5,2,454,106,125,16.5,7.7,-11.5,-5.5
2002,NCAA-III,0.3,1,Brei,Thompson,F,Wisconsin Superior,27,3,5,8,3.7,2.4,,,,1,,0,,0,,,27,3,5,8,3.7,453,58,67,8.9,4.2,-0.9,-0.5
2016,NCAA-III,0.3,1.22,Brittany,Thompson,D,Concordia Wi,21,0,1,1,0.4,0.3,0,,,0,,0,,0,,,27,0,1,1,0.4,386,58,81,5.3,2.2,-4.3,-1.9
2010,NCAA-III,0.3,1.24,Cassie,Thompson,F,Marian,23,1,0,1,0.5,0.3,8,,,0,,0,,0,,,27,1,0,1,0.6,438,15,15,1.9,0.9,-0.9,-0.4
2011,NCAA-III,0.3,1.21,Cassie,Thompson,F,Marian,25,0,0,0,0,0,19,,,0,,0,,0,,,27,0,0,0,0,376,40,46,7.4,3.4,-7.4,-3.4
2009,NCAA-III,0.3,1.16,Chelsea,Thompson,F,Lake Forest,26,1,7,8,3.3,2.4,26,,,1,,0,,0,,,27,1,8,9,3.9,360,107,133,21.7,9.9,-13.7,-6.6
